52015012810093969ERCE                       261788238M      D02ELPPAGQ1900
52015012810093969ERCE                       263328789M      D01E8YZAFL8X00
52015012810093969ERCE                       181250738M      D02PBPPAHWKG00
52015012810093969ERCE                       181250740S000004D01PBYZAHWJ600
52015012810093969ERCE                       261652766M      M01PDYZAHWJ400
52015012810093969ERCE                       263344852M      D01PFPPAHWJ100
52015012810093969ERCE                       263199078S000004D02EATVAGQSR00
52015012810093969ERCE                       181250731H000002D01EATVAGQRB00
52015012810093969ERCE                       261938956M      M03EKJKAGQRD00
52015012810093969ERCE                       261938956M      M06EKJKAGQRD00
52015012810093969ERCE                       261736059M      M02EMTVAGQRF00
52015012810093969ERCE                       261736059M      M05EMTVAGQRF00
52015012810093969ERCE                       261190702M      M03EMTVAGQRG00
52015012810093969ERCE                       261190702M      M06EMTVAGQRG00
52015012810093969ERCE                       260553575M      M03EYFFAFNAP00
52015012810093969ERCE                       260553575M      M06EYFFAFNAP00
52015012810093969ERCE                       260538782M      M01E4YZAFNAP00
52015012810093969ERCE                       260553556M      M01E534AFL0200
52015012810093969ERCE                       262088219M      M01PDYZAHV9000
52015012810093969ERCE                       261643132M      M01PFPPAHV9T00
52015012810093969ERCE                       261643132M      M01PGAAAHV9V00
52015012810093969ERCE                       261594113M      D01PCAAAHWDK00
52015012810093969ERCE                       263199084H000002D01PFYZAHWDJ00
52015012810093969ERCE                       263212639M      M01PHYZAHWDM00
52015012810093969ERCE                       263212639M      M04PHYZAHWDM00
52015012810093969ERCE                       263212639M      M07PHYZAHWDM00
52015012810093969ERCE                       263212639M      M10PHYZAHWDM00
52015012810093969ERCE                       263212639M      M13PHYZAHWDM00
52015012810093969ERCE                       263212639M      M16PHYZAHWDM00
52015012810093969ERCE                       261652766M      M01PXJKAGMMX00
52015012810093969ERCE                       181250751M      D01PYPPAGMMV00
52015012810093969ERCE                       181250731H000002D01PZJKAGML600
52015012810093969ERCE                       181250735W000002D01EK34AGQV800
52015012810093969ERCE                       261529447M      D01PBFFAHWD300
52015012810093969ERCE                       261529447M      D01PBPPAHWD000
52015012810093969ERCE                       263328758M      D01PDYZAHWDT00
52015012810093969ERCE                       262194357M      M01PGJKAHWDP00
52015012810093969ERCE                       261529447M      D02PG34AHWDS00
52015012810093969ERCE                       262298334M      M01PHFFAHWDT00
52015012810093969ERCE                       261618157M      M01PJYZAHWDV00
52015012810093969ERCE                       261092761M      D01PNFFAGMQX00
52015012810093969ERCE                       181250496M      D01PNPPAGMQT00
52015012810093969ERCE                       262976887M      M02PAAAAHWPB00
52015012810093969ERCE                       262976887M      M05PAAAAHWPB00
52015012810093969ERCE                       262075907M      M01PGAAAHWGR00
52015012810093969ERCE                       260553562M      M01PKAAAHWGS00
52015012810093969ERCE                       260553562M      M04PKAAAHWGS00
52015012810093969ERCE                       260553562M      M07PKAAAHWGS00
52015012810093969ERCE                       260553562M      M10PKAAAHWGS00
52015012810093969ERCE                       262075906M      M01PKJKAHWGW00
52015012810093969ERCE                       260553562M      M01PPYZAGMSX00
52015012810093969ERCE                       260553562M      M04PPYZAGMSX00
52015012810093969ERCE                       260553562M      M07PPYZAGMSX00
52015012810093969ERCE                       260553562M      M10PPYZAGMSX00
52015012810093969ERCE                       260553563M      M01PTAAAGMSQ00
52015012810093969ERCE                       260553563M      M04PTAAAGMSQ00
52015012810093969ERCE                       260553563M      M07PTAAAGMSQ00
52015012810093969ERCE                       260553563M      M10PTAAAGMSQ00
52015012810093969ERCE                       260553556H000003M01PVJKAGMSL00
52015012810093969ERCE                       260553556H000003M04PVJKAGMSL00
52015012810093969ERCE                       260553556H000003M07PVJKAGMSL00
52015012810093969ERCE                       260553556H000003M10PVJKAGMSL00
52015012810093969ERCE                       262976887M      M02P2PPAGMJF00
52015012810093969ERCE                       262976887M      M05P2PPAGMJF00
52015012810093969ERCE                       260538787M      M02EATVAGQZW00
52015012810093969ERCE                       181250731H000002D02EATVAGQZY00
52015012810093969ERCE                       261632358M      M01EBFFAGQZV00
52015012810093969ERCE                       263189833M      M01EDPPAGQZS00
52015012810093969ERCE                       260925477D000002D01EDPPAGQZX00
52015012810093969ERCE                       263327023M      D02EDYZAGQZZ00
52015012810093969ERCE                       263328973M      D01PVTVAGMV600
52015012810093969ERCE                       263328973M      D04PVTVAGMV600
52015012810093969ERCE                       263328973M      D01PVTVAGMV601
52015012810093969ERCE                       263212640M      M01PWFFAGMVV00
52015012810093969ERCE                       263212640M      M04PWFFAGMVV00
52015012810093969ERCE                       263212640M      M07PWFFAGMVV00
52015012810093969ERCE                       263212640M      M10PWFFAGMVV00
52015012810093969ERCE                       263212640M      M13PWFFAGMVV00
52015012810093969ERCE                       263212640M      M16PWFFAGMVV00
52015012810093969ERCE                       263327028S000003D02PWFFAGMV200
52015012810093969ERCE                       263038229W000003M02PXAAAGMT602
52015012810093969ERCE                       263038229W000003M05PXAAAGMT602
52015012810093969ERCE                       181250740S000004D01PYPPAGMVR00
52015012810093969ERCE                       261776118M      M02PZJKAGMV200
52015012810093969ERCE                       261776118M      M01P1TVAGML000
52015012810093969ERCE                       261776118M      M01P1TVAGML002
52015012810093969ERCE                       181250730M      D01EBYZAGQR400
52015012810093969ERCE                       181250731H000002D03ECAAAGQR400
52015012810093969ERCE                       181250731H000002D02ECTVAGQR600
52015012810093969ERCE                       262298334M      M01EDFFAGQR200
52015012810093969ERCE                       181250731H000002D02EDFFAGQR400
52015012810093969ERCE                       262194357M      M01PTTVAGMQQ01
52015012810093969ERCE                       181250735W000002D01PZJKAGMQM00
52015012810093969ERCE                       181250731H000002D01P0YZAGMGN00
52015012810093969ERCE                       261529447M      D02P1JKAGMGP00
52015012810093969ERCE                       261093708M      M01P4FFAGMF900
52015012810093969ERCE                       181250740M      D03EFFFAGQWF00
52015012810093969ERCE                       181250740M      D06EFFFAGQWF00
52015012810093969ERCE                       263327132M      D02EQAAAFNFA01
52015012810093969ERCE                       181250731H000002D01EQ34AFNFB00
52015012810093969ERCE                       260378425M      M01EYYZAFND700
52015012810093969ERCE                       263328758M      D01PDYZAHWDT01
52015012810093969ERCE                       261092761M      D01PGTVAHWDS00
52015012810093969ERCE                       261092761M      D01PM34AHWD600
52015012810093969ERCE                       261092761M      D01P0FFAGMGZ00
52015012810093969ERCE                       181250731H000002D01ECTVAGQWJ00
52015012810093969ERCE                       261652766M      M01EGTVAGQZW00
52015012810093969ERCE                       181250731M      D01ELFFAGQZW00
52015012810093969ERCE                       263189835M      M01EQJKAFNG600
52015012810093969ERCE                       260553556M      M01EXJKAFNHZ00
52015012810093969ERCE                       181250731H000002D01E1TVAFNHT00
52015012810093969ERCE                       263189833M      M01E4YZAFNDZ00
52015012810093969ERCE                       263327033M      D01PCAAAHWG300
52015012810093969ERCE                       181250730M      D02EKAAAGQDC00
52015012810093969ERCE                       261772414M      M03EK34AF3NR00
52015012810093969ERCE                       263212638M      M01ESPPAFM3K00
52015012810093969ERCE                       263212638M      M04ESPPAFM3K00
52015012810093969ERCE                       263212638M      M07ESPPAFM3K00
52015012810093969ERCE                       263212638M      M10ESPPAFM3K00
52015012810093969ERCE                       263212638M      M13ESPPAFM3K00
52015012810093969ERCE                       263212638M      M16ESPPAFM3K00
52015012810093969ERCE                       263212632M      M01ESYZAD47Z00
52015012810093969ERCE                       260561974M      M02EVAAAD47900
52015012810093969ERCE                       263212632M      M02EVTVAD6FW00
52015012810093969ERCE                       263212632M      M05EVTVAD6FW00
52015012810093969ERCE                       263212632M      M08EVTVAD6FW00
52015012810093969ERCE                       261689239M      M03E0PPAD56H00
52015012810093969ERCE                       261689239M      M06E0PPAD56H00
52015012810093969ERCE                       181239519M      M03E5TVAD47K00
52015012810093969ERCE                       181239519M      M01E6YZAD36500
52015012810093969ERCE                       260086197M      M01EV34AFNBK00
52015012810093969ERCE                       261190702M      M01EXAAAFNAX00
52015012810093969ERCE                       263199075M      D01EZJKAFNAK00
52015012810093969ERCE                       181250731H000002D03E5AAAFNBC00
52015012810093969ERCE                       260702482M      M03E5TVAFNA900
52015012810093969ERCE                       260472289M      M01E9AAAFL1M00
52015012810093969ERCE                       260472285M      M01E9JJAFL1N00
52015012810093969ERCE                       260472287M      M01E9JJAFL1P00
52015012810093969ERCE                       260472287M      M01E901AFL1N00
52015012810093969ERCE                       260472287M      M04E901AFL1N00
52015012810093969ERCE                       260000457W000002M02EGAAAGQWM00
52015012810093969ERCE                       262298334M      M01EJFFAGQWH00
52015012810093969ERCE                       261632359M      M01ELPPAGQWC00
52015012810093969ERCE                       261594113M      D01PK34AHWDF00
52015012810093969ERCE                       262634496D000002M02PR56AGMQC00
52015012810093969ERCE                       261093708D000004M01PV34AGMQH00
52015012810093969ERCE                       261780874M      M01PXAAAGMP800
52015012810093969ERCE                       262976888M      M02PZTVAGMQD00
52015012810093969ERCE                       181250735W000002D01EAAAAGQ1A00
52015012810093969ERCE                       181250735W000002D01ECTVAGQWF00
52015012810093969ERCE                       263327134M      D02PTTVAGMSG01
52015012810093969ERCE                       263327132W000002D02PVAAAGMSH01
52015012810093969ERCE                       263327136H000002D01PXTVAGMSC00
