52015012810093969ERCE                       263120660M      M01PHYZAHV5T00
52015012810093969ERCE                       263218752M      M02PJAAAHTTZ00
52015012810093969ERCE                       263218759M      M01PJPPAHTW000
52015012810093969ERCE                       261068260M      M01PLFFAHTQ900
52015012810093969ERCE                       263212638M      M02PMAAAHV5W00
52015012810093969ERCE                       263212638M      M05PMAAAHV5W00
52015012810093969ERCE                       263212638M      M08PMAAAHV5W00
52015012810093969ERCE                       263212638M      M11PMAAAHV5W00
52015012810093969ERCE                       263212638M      M14PMAAAHV5W00
52015012810093969ERCE                       263212638M      M17PMAAAHV5W00
52015012810093969ERCE                       263121954D000005M01PQJKAGL0500
52015012810093969ERCE                       263121954M      M01PTAAAGLD800
52015012810093969ERCE                       263192108M      M01PV34AGLGG00
52015012810093969ERCE                       263121954D000005M01PYYZAGLF900
52015012810093969ERCE                       261595356M      M01PATVAHWB200
52015012810093969ERCE                       261190706M      M01PDPPAHWBH00
52015012810093969ERCE                       260471815M      M01PFFFAHWBP00
52015012810093969ERCE                       262194357M      M01EDYZAGQWC00
52015012810093969ERCE                       181250735W000002D01EFAAAGQWD00
52015012810093969ERCE                       181250735W000002D01EHFFAGQWC00
52015012810093969ERCE                       181250735W000002D01PATVAHWD600
52015012810093969ERCE                       181250496M      D01PFYZAHWDM00
52015012810093969ERCE                       261529447M      D01PG34AHWDS00
52015012810093969ERCE                       261092761M      D01PHFFAHWDS00
52015012810093969ERCE                       181250735H000002D01PJPPAHWDL00
52015012810093969ERCE                       263199077W000002D02PJYZAHWDP00
52015012810093969ERCE                       261092761M      D01PKTVAHWDY00
52015012810093969ERCE                       261529447M      D02PNFFAGMQY00
52015012810093969ERCE                       261432987M      M01PNYZAGMQ100
52015012810093969ERCE                       262976887M      M04PAAAAHWPB00
52015012810093969ERCE                       262976887M      M01PAAAAHWPB01
52015012810093969ERCE                       260553562M      M03PKAAAHWGS00
52015012810093969ERCE                       260553562M      M06PKAAAHWGS00
52015012810093969ERCE                       260553562M      M09PKAAAHWGS00
52015012810093969ERCE                       260553562M      M12PKAAAHWGS00
52015012810093969ERCE                       260553562M      M03PPYZAGMSX00
52015012810093969ERCE                       260553562M      M06PPYZAGMSX00
52015012810093969ERCE                       260553562M      M09PPYZAGMSX00
52015012810093969ERCE                       260553562M      M12PPYZAGMSX00
52015012810093969ERCE                       260553563M      M03PTAAAGMSQ00
52015012810093969ERCE                       260553563M      M06PTAAAGMSQ00
52015012810093969ERCE                       260553563M      M09PTAAAGMSQ00
52015012810093969ERCE                       260553556H000003M03PVJKAGMSL00
52015012810093969ERCE                       260553556H000003M06PVJKAGMSL00
52015012810093969ERCE                       260553556H000003M09PVJKAGMSL00
52015012810093969ERCE                       262976887M      M01P2PPAGMJF00
52015012810093969ERCE                       262976887M      M04P2PPAGMJF00
52015012810093969ERCE                       262976887M      M01P2PPAGMJF01
52015012810093969ERCE                       262075906M      M01P3AAAGMJH00
52015012810093969ERCE                       260538787M      M01EATVAGQZW00
52015012810093969ERCE                       181250731H000002D01EATVAGQZY00
52015012810093969ERCE                       260538777M      M02EDPPAGQZT01
52015012810093969ERCE                       263327023M      D01EDYZAGQZZ00
52015012810093969ERCE                       263328973M      D03PVTVAGMV600
52015012810093969ERCE                       263328973M      D06PVTVAGMV600
52015012810093969ERCE                       263212640M      M03PWFFAGMVV00
52015012810093969ERCE                       263212640M      M06PWFFAGMVV00
52015012810093969ERCE                       263212640M      M09PWFFAGMVV00
52015012810093969ERCE                       263212640M      M12PWFFAGMVV00
52015012810093969ERCE                       263212640M      M15PWFFAGMVV00
52015012810093969ERCE                       263327028S000003D01PWFFAGMV200
52015012810093969ERCE                       263038229W000003M01PXAAAGMT602
52015012810093969ERCE                       263038229W000003M04PXAAAGMT602
52015012810093969ERCE                       181250743D000005D02PYPPAGMVZ00
52015012810093969ERCE                       261776118M      M01PZJKAGMV200
52015012810093969ERCE                       261776118M      M04PZJKAGMV200
52015012810093969ERCE                       261776118M      M01P1TVAGML001
52015012810093969ERCE                       261776118M      M01P4FFAGMLS00
52015012810093969ERCE                       260538802M      M01P5JKAGMKC01
52015012810093969ERCE                       181239519M      M01EAJKAF3PX00
52015012810093969ERCE                       181239519M      M01EBFFAF3PX00
52015012810093969ERCE                       260458261M      M01EBFFAGQF800
52015012810093969ERCE                       261652766M      M01P3AAAGMCR00
52015012810093969ERCE                       260553563M      M01P4FFAGL9300
52015012810093969ERCE                       261190702M      M03EXAAAFNAX00
52015012810093969ERCE                       181250734H000003D01E3TVAFNBC00
52015012810093969ERCE                       262974741M      M01E4YZAFNBB00
52015012810093969ERCE                       181250731H000002D02E5AAAFNBC00
52015012810093969ERCE                       260702482M      M02E5TVAFNA900
52015012810093969ERCE                       260472289M      M02E9AAAFL1N00
52015012810093969ERCE                       260472285M      M03E9JJAFL1N00
52015012810093969ERCE                       260472287M      M03E9JJAFL1P00
52015012810093969ERCE                       260472287M      M03E901AFL1N00
52015012810093969ERCE                       260000457W000002M01EGAAAGQWM00
52015012810093969ERCE                       262298334M      M01EQTVAFNFA00
52015012810093969ERCE                       261632359M      M01E3TVAFND300
52015012810093969ERCE                       261632359M      M04E3TVAFND300
52015012810093969ERCE                       261632359M      M01PBFFAHWD900
52015012810093969ERCE                       261650495M      M01PG34AHWD200
52015012810093969ERCE                       181250731H000002D01PHYZAHWD300
52015012810093969ERCE                       262194387M      M01PHYZAHWD800
52015012810093969ERCE                       262194387M      M04PHYZAHWD800
52015012810093969ERCE                       262194387M      M07PHYZAHWD800
52015012810093969ERCE                       181250734H000003D01PKTVAHWDZ00
52015012810093969ERCE                       261632361M      M01PPAAAGMRC00
52015012810093969ERCE                       261632361M      M04PPAAAGMRC00
52015012810093969ERCE                       261632361M      M07PPAAAGMRC00
52015012810093969ERCE                       261632359M      M01PPYZAGMRF00
52015012810093969ERCE                       261632359M      M04PPYZAGMRF00
52015012810093969ERCE                       181250735M      D01PSPPAGMQ200
52015012810093969ERCE                       261632359M      M03PSPPAGMQ400
52015012810093969ERCE                       260553562M      M02PMJKAHWGY00
52015012810093969ERCE                       260553562M      M05PMJKAHWGY00
52015012810093969ERCE                       260553562M      M08PMJKAHWGY00
52015012810093969ERCE                       260553562M      M11PMJKAHWGY00
52015012810093969ERCE                       181250748O000003D01PWPPAGMST00
52015012810093969ERCE                       263327131D000003D03PWYZAGMSM00
52015012810093969ERCE                       263327131D000003D06PWYZAGMSM00
52015012810093969ERCE                       181250733H000002D01PXJKAGMSW00
52015012810093969ERCE                       263184210M      M01PX34AGMS000
52015012810093969ERCE                       181250733H000002D01P0YZAGMJT00
52015012810093969ERCE                       262075906M      M01P1TVAGMJH00
52015012810093969ERCE                       263121956M      M01PATVAHVRP00
52015012810093969ERCE                       263121954M      M01PHFFAHT2700
52015012810093969ERCE                       261192910M      M01PHPPAHTV500
52015012810093969ERCE                       263121954M      M01PHYZAHT2600
52015012810093969ERCE                       263218752M      M01PJAAAHTTZ00
52015012810093969ERCE                       262226409M      M01PK34AHV5V00
52015012810093969ERCE                       263121954M      M01PLFFAHT2400
52015012810093969ERCE                       261192910M      M01PMAAAHTWC00
52015012810093969ERCE                       263212638M      M01PMAAAHV5W00
52015012810093969ERCE                       263212638M      M04PMAAAHV5W00
52015012810093969ERCE                       263212638M      M07PMAAAHV5W00
52015012810093969ERCE                       263212638M      M10PMAAAHV5W00
52015012810093969ERCE                       263212638M      M13PMAAAHV5W00
52015012810093969ERCE                       263212638M      M16PMAAAHV5W00
52015012810093969ERCE                       263121956M      M01PMJKAHV1V00
52015012810093969ERCE                       263120660M      M01PNFFAGMHV00
52015012810093969ERCE                       263121955D000004M01PQ34AGLFF00
52015012810093969ERCE                       263121956M      M01PRNPAGLGW00
52015012810093969ERCE                       260544108M      M01PTJKAGK4100
52015012810093969ERCE                       261954639M      M01PGTVAHWBC00
52015012810093969ERCE                       262260703M      M01PJAAAHWBP00
52015012810093969ERCE                       181250729M      D02PJFFAHWBJ00
52015012810093969ERCE                       261111303M      M01PKJKAHWBM00
52015012810093969ERCE                       260471784M      M01PK34AHWBQ00
52015012810093969ERCE                       181250731H000002D01PLPPAHWBB00
52015012810093969ERCE                       263332437M      M01PLYZAHWBR00
52015012810093969ERCE                       263332437M      M04PLYZAHWBR00
52015012810093969ERCE                       263332437M      M07PLYZAHWBR00
52015012810093969ERCE                       261960879M      M01PMAAAHWBH00
52015012810093969ERCE                       260471774M      M01PPPPAGMNR00
52015012810093969ERCE                       260200137W000005M03PT34AGMND00
52015012810093969ERCE                       261632361M      M02PWFFAGMQZ00
52015012810093969ERCE                       261632361M      M05PWFFAGMQZ00
52015012810093969ERCE                       181250735M      D01PWFFAGMQ000
52015012810093969ERCE                       261632359M      M01PYYZAGMQS00
52015012810093969ERCE                       261819468M      M02P0PPAGMGY00
52015012810093969ERCE                       260481714M      D02P2YZAGMGN00
52015012810093969ERCE                       262194387M      M03P3TVAGMGQ00
52015012810093969ERCE                       262194387M      M06P3TVAGMGQ00
52015012810093969ERCE                       260000457W000002M01P4FFAGMGL00
52015012810093969ERCE                       262194387M      M02P4FFAGMGN00
52015012810093969ERCE                       262194387M      M05P4FFAGMGN00
52015012810093969ERCE                       261632361M      M01P4YZAGMGJ00
52015012810093969ERCE                       263325586M      M03EA34AGQW200
52015012810093969ERCE                       263325228M      M03EBPPAGQW300
52015012810093969ERCE                       263325228M      M06EBPPAGQW300
52015012810093969ERCE                       263325228M      M09EBPPAGQW300
52015012810093969ERCE                       261536422M      D01EGAAAGQWZ00
52015012810093969ERCE                       261888330M      M01EHYZAGQW300
52015012810093969ERCE                       263078627M      M01ERFFAFNFP00
52015012810093969ERCE                       263327136H000002D01EAJKAGQZY00
52015012810093969ERCE                       261652766M      M01EDPPAGQZ600
52015012810093969ERCE                       262194387M      M01EG34AGQZ500
52015012810093969ERCE                       181250740S000004D01EMJKAGQY400
52015012810093969ERCE                       181250731H000002D01ERFFAFNH300
52015012810093969ERCE                       260553556M      M01ETTVAFNH100
52015012810093969ERCE                       260553556M      M02EYPPAFNH000
52015012810093969ERCE                       263121954M      M01P0FFAGK7200
52015012810093969ERCE                       263121954D000005M01P2FFAGK8400
52015012810093969ERCE                       263121955D000004M01P2YZAGL3W00
52015012810093969ERCE                       181250737M      D01EXJKAFM4C00
52015012810093969ERCE                       261583490M      M01PCJKAHV6D00
52015012810093969ERCE                       261737731M      M01PPYZAGMH700
52015012810093969ERCE                       261737731M      M01PQAAAGMH600
52015012810093969ERCE                       261737731M      M02PXJKAGMHY00
52015012810093969ERCE                       261945920M      M03PYPPAGMHV00
52015012810093969ERCE                       261836534M      M01PZAAAGMHV00
52015012810093969ERCE                       261737731M      M03PZ34AGMHN00
52015012810093969ERCE                       181250729M      D01EA34AGQG700
52015012810093969ERCE                       261536422M      D01ECJKAGQHB00
52015012810093969ERCE                       181250729M      D01E334AFM3900
52015012810093969ERCE                       181250742W000002D01PGAAAHV5700
52015012810093969ERCE                       181250738M      D02PTAAAGMH600
52015012810093969ERCE                       261138632M      M01EDFFAGQK700
52015012810093969ERCE                       262213210M      M01EDFFAGQN300
52015012810093969ERCE                       261138630M      M02EFPPAGQHA01
52015012810093969ERCE                       181250731H000002D02P4YZAGMBW00
52015012810093969ERCE                       261938956M      M01EPPPAFNA300
52015012810093969ERCE                       261652766M      M01EWPPAFNAX00
52015012810093969ERCE                       260733557W000002M01P334AGMCR00
52015012810093969ERCE                       260200137M      M01P4YZAGMCR00
52015012810093969ERCE                       181250731H000002D01ECAAAGQR400
52015012810093969ERCE                       261938956M      M01ECTVAGQRM00
52015012810093969ERCE                       181250731H000002D03ECTVAGQR600
52015012810093969ERCE                       181250731H000002D03EDFFAGQR400
52015012810093969ERCE                       181250735W000002D01PTTVAGMQS00
52015012810093969ERCE                       181250735W000002D01PWYZAGMQS00
52015012810093969ERCE                       181250735W000002D01PYYZAGMQL00
52015012810093969ERCE                       261529447M      D01P1TVAGMGJ00
52015012810093969ERCE                       181250735W000002D01P5JKAGMGC00
52015012810093969ERCE                       181250740M      D01EFFFAGQWF00
52015012810093969ERCE                       181250740M      D04EFFFAGQWF00
52015012810093969ERCE                       181250731H000002D01EGTVAGQWD00
52015012810093969ERCE                       181250733M      D01ETJKAFND800
52015012810093969ERCE                       181250731H000002D01E0FFAFND700
52015012810093969ERCE                       181250731H000002D01PCJKAHWD300
52015012810093969ERCE                       261632361M      M01PHFFAHWD000
52015012810093969ERCE                       261632932M      M01PJAAAHWD200
52015012810093969ERCE                       261092761M      D01PNYZAGMQ300
52015012810093969ERCE                       261092761M      D01P2FFAGMGL00
52015012810093969ERCE                       261652766M      M01EFYZAGQZV00
52015012810093969ERCE                       261652766M      M01EGTVAGQZX00
52015012810093969ERCE                       260553556M      M01EHYZAGQZ000
52015012810093969ERCE                       181250731M      D02ELFFAGQZW00
52015012810093969ERCE                       181250731H000002D01E1JKAFNHW00
52015012810093969ERCE                       181250731H000002D02E1TVAFNHT00
52015012810093969ERCE                       263189835M      M01E5AAAFNG100
52015012810093969ERCE                       181250731H000002D01E8PPAFL6Z00
52015012810093969ERCE                       260553556M      M01E9AAAFL6Z00
52015012810093969ERCE                       261772414M      M01EK34AF3NR00
52015012810093969ERCE                       260538748M      M01ELPPAF3NT00
52015012810093969ERCE                       263106024W000002M01EM34AF3ST00
52015012810093969ERCE                       263212638M      M02ESPPAFM3K00
52015012810093969ERCE                       263212638M      M05ESPPAFM3K00
52015012810093969ERCE                       263212638M      M08ESPPAFM3K00
52015012810093969ERCE                       263212638M      M11ESPPAFM3K00
52015012810093969ERCE                       263212638M      M14ESPPAFM3K00
52015012810093969ERCE                       263212638M      M17ESPPAFM3K00
52015012810093969ERCE                       263212632M      M02ESYZAD47Z00
52015012810093969ERCE                       263212632M      M03EVTVAD6FW00
52015012810093969ERCE                       263212632M      M06EVTVAD6FW00
52015012810093969ERCE                       263212632M      M09EVTVAD6FW00
52015012810093969ERCE                       263174728W000002D01EWPPAD49A00
52015012810093969ERCE                       261689239M      M01E0PPAD56H00
52015012810093969ERCE                       261689239M      M04E0PPAD56H00
52015012810093969ERCE                       263212632M      M01E3TVAD47N00
52015012810093969ERCE                       181239519M      M01E5TVAD47K00
52015012810093969ERCE                       181239519M      M02E6YZAD36500
52015012810093969ERCE                       263199075M      D01ELPPAGQQZ00
52015012810093969ERCE                       261190702M      M02EXAAAFNAX00
52015012810093969ERCE                       261960879M      M01E4FFAFNBC00
52015012810093969ERCE                       181250731H000002D01E5AAAFNBC00
52015012810093969ERCE                       260702482M      M01E5TVAFNA900
52015012810093969ERCE                       261858297M      M01PWPPAGMHB00
52015012810093969ERCE                       263212638M      M01PWYZAGMHS00
52015012810093969ERCE                       263212638M      M01PXAAAGMHP00
52015012810093969ERCE                       263121955H000002M01PYPPAGLGF00
52015012810093969ERCE                       261833326M      M01PBPPAHWBN00
52015012810093969ERCE                       261190706M      M03PDPPAHWBH00
52015012810093969ERCE                       261888342M      M01PHPPAHWBN00
52015012810093969ERCE                       181250729M      D01PJFFAHWBJ00
52015012810093969ERCE                       261190706M      M02PKJKAHWBG00
52015012810093969ERCE                       261189233M      M01PLYZAHWBJ00
52015012810093969ERCE                       263332437M      M03PLYZAHWBR00
52015012810093969ERCE                       263332437M      M06PLYZAHWBR00
52015012810093969ERCE                       263332437M      M09PLYZAHWBR00
52015012810093969ERCE                       262298334M      M01PSPPAGMNL00
52015012810093969ERCE                       260200137W000005M02PT34AGMND00
52015012810093969ERCE                       181250731H000002D01PVTVAGMNC00
52015012810093969ERCE                       261632361M      M01PWFFAGMQZ00
52015012810093969ERCE                       261632361M      M04PWFFAGMQZ00
52015012810093969ERCE                       261632361M      M07PWFFAGMQZ00
52015012810093969ERCE                       261092761M      D01PYFFAGMQT00
52015012810093969ERCE                       263328819M      D01PZ34AGMQM00
52015012810093969ERCE                       261819468M      M01P0PPAGMGY00
52015012810093969ERCE                       260481714M      D01P2YZAGMGN00
52015012810093969ERCE                       262194387M      M02P3TVAGMGQ00
52015012810093969ERCE                       262194387M      M05P3TVAGMGQ00
52015012810093969ERCE                       262194387M      M01P4FFAGMGN00
52015012810093969ERCE                       262194387M      M04P4FFAGMGN00
52015012810093969ERCE                       262194387M      M07P4FFAGMGN00
52015012810093969ERCE                       263325586M      M02EA34AGQW200
52015012810093969ERCE                       263325228M      M02EBPPAGQW300
52015012810093969ERCE                       263325228M      M05EBPPAGQW300
52015012810093969ERCE                       263325228M      M08EBPPAGQW300
52015012810093969ERCE                       181250746D000003D01EDYZAGQW100
52015012810093969ERCE                       261592060M      D01EHYZAGQW200
52015012810093969ERCE                       263212638M      M01EJAAAGQW100
52015012810093969ERCE                       261632358M      M01EG34AGQZX00
52015012810093969ERCE                       181250734M      D01ETJKAFNHX00
52015012810093969ERCE                       181250740M      D01EWFFAFNHZ00
52015012810093969ERCE                       262194387M      M01EXJKAFNH100
52015012810093969ERCE                       260553556M      M01EYPPAFNH000
52015012810093969ERCE                       181250734H000003D01E0FFAFNHZ00
52015012810093969ERCE                       263121954D000005M01P1AAAGLS900
52015012810093969ERCE                       263121954M      M01P2YZAGK7200
52015012810093969ERCE                       262873725M      M01P3TVAGKYK00
52015012810093969ERCE                       262298356M      M01P334AGL6700
52015012810093969ERCE                       181250737M      D01EXJKAFM4B00
52015012810093969ERCE                       261737731M      M02PMJKAHV5500
52015012810093969ERCE                       261737731M      M03PPYZAGMH700
52015012810093969ERCE                       261737731M      M03PQAAAGMH600
52015012810093969ERCE                       261737731M      M01PXJKAGMHY00
52015012810093969ERCE                       261945920M      M02PYPPAGMHV00
52015012810093969ERCE                       261945922M      M02PYYZAGMHW00
52015012810093969ERCE                       261836534M      M03PZAAAGMHV00
52015012810093969ERCE                       261737731M      M02PZ34AGMHN00
52015012810093969ERCE                       181250729M      D01EATVAGQG900
52015012810093969ERCE                       181250747M      D01PDFFAHV5700
52015012810093969ERCE                       181250738M      D01PTAAAGMH600
52015012810093969ERCE                       261138630M      M05EFPPAGQHA01
52015012810093969ERCE                       181250735W000002D01ETJKAFM9F00
52015012810093969ERCE                       261138630M      M03EYFFAFM7X01
52015012810093969ERCE                       261830745M      M02E9AAAFLX300
52015012810093969ERCE                       261830745M      M05E9AAAFLX300
52015012810093969ERCE                       261830745M      M02E9AAAFLX301
52015012810093969ERCE                       260200137W000005M01PXTVAGMM400
52015012810093969ERCE                       260200137W000005M04PXTVAGMM400
52015012810093969ERCE                       261618309M      D01PXTVAGMND00
52015012810093969ERCE                       260200137W000005M02PYYZAGMM300
52015012810093969ERCE                       260200137W000005M02P0FFAGMC700
52015012810093969ERCE                       260235409M      M01P0YZAGMDD00
52015012810093969ERCE                       260200137W000005M03P1TVAGMC200
52015012810093969ERCE                       261949616M      M01P134AGMDF00
52015012810093969ERCE                       260246121M      M01P2PPAGMC400
52015012810093969ERCE                       260471784M      M02P2YZAGMC800
52015012810093969ERCE                       260468175M      M01P3JKAGMC600
52015012810093969ERCE                       260471778M      M02P4PPAGMCY00
52015012810093969ERCE                       260471821M      M01P5JKAGMC000
52015012810093969ERCE                       261190706M      M01P5TVAGMCM00
52015012810093969ERCE                       263199078S000004D01EATVAGQSR00
52015012810093969ERCE                       260702511M      M01EG34AGQSM00
52015012810093969ERCE                       260702511M      M04EG34AGQSM00
52015012810093969ERCE                       263199075M      D01EG34AGQSN00
52015012810093969ERCE                       263199075M      D04EG34AGQSN00
52015012810093969ERCE                       181250734D000002D01EHPPAGQHB01
52015012810093969ERCE                       263199083M      D01EJAAAGQSQ00
52015012810093969ERCE                       263212167S000003M01EZAAAFNFM00
52015012810093969ERCE                       261706167M      M01E134AFNFM00
52015012810093969ERCE                       262976887M      M02PGTVAHWFC00
52015012810093969ERCE                       181250740M      D01PMTVAHWFD00
52015012810093969ERCE                       262976887M      M03PT34AGMRB00
52015012810093969ERCE                       262976887M      M03PVTVAGMQ500
52015012810093969ERCE                       262976887M      M01PWFFAGMQ400
52015012810093969ERCE                       262976887M      M01PZTVAGMQ500
52015012810093969ERCE                       263212071M      M01PJAAAHWG500
52015012810093969ERCE                       263212071M      M04PJAAAHWG500
52015012810093969ERCE                       260553556M      M01PMAAAHWC200
52015012810093969ERCE                       181347439M      M03PNFFAGMS900
52015012810093969ERCE                       261652766M      M01PSFFAGMS600
52015012810093969ERCE                       261652766M      M01PYYZAGMS101
52015012810093969ERCE                       261617401M      M01P134AGMJK00
52015012810093969ERCE                       261632358M      M01P4FFAGMJS00
52015012810093969ERCE                       181250742S000005D01ECAAAGQ0D00
52015012810093969ERCE                       260702488M      M02EGAAAGQYS00
52015012810093969ERCE                       260702488M      M05EGAAAGQYS00
52015012810093969ERCE                       263327031M      D02EGTVAGQ0F00
52015012810093969ERCE                       260992396M      M02EKAAAGQ0H00
52015012810093969ERCE                       261431990W000003M01ETJKAFNDB00
52015012810093969ERCE                       261830745M      M05E9AAAFLX301
52015012810093969ERCE                       261138630M      M01PDYZAHV8T00
52015012810093969ERCE                       261632313M      M01PFAAAHV8R00
52015012810093969ERCE                       260553556M      M02PHPPAHV8T00
52015012810093969ERCE                       181250742W000002D02PJPPAHV8L00
52015012810093969ERCE                       261830745M      M01PMJKAHV6301
52015012810093969ERCE                       261138630M      M01PTJKAGMKM01
52015012810093969ERCE                       261830745M      M01PVAAAGMJX01
52015012810093969ERCE                       260702482M      M04E5TVAFNA900
52015012810093969ERCE                       260472289M      M01E9AAAFL1N00
52015012810093969ERCE                       260472285M      M02E9JJAFL1N00
52015012810093969ERCE                       260472287M      M02E9JJAFL1P00
52015012810093969ERCE                       260472287M      M02E901AFL1N00
52015012810093969ERCE                       260000457W000002M03EGAAAGQWM00
52015012810093969ERCE                       263327131M      D01EJYZAGQWK00
52015012810093969ERCE                       261632359M      M02ELPPAGQWC00
52015012810093969ERCE                       181250731H000002D01ERWXAFND800
52015012810093969ERCE                       261632359M      M03E3TVAFND300
52015012810093969ERCE                       261632311M      M01PATVAHWFC00
52015012810093969ERCE                       261092761M      D01PFYZAHWDW00
52015012810093969ERCE                       262194387M      M03PHYZAHWD800
52015012810093969ERCE                       262194387M      M06PHYZAHWD800
52015012810093969ERCE                       262194387M      M02PNPPAGMRB00
52015012810093969ERCE                       261632361M      M03PPAAAGMRC00
52015012810093969ERCE                       261632361M      M06PPAAAGMRC00
52015012810093969ERCE                       262194387M      M02PPAAAGMRG00
52015012810093969ERCE                       261632359M      M03PPYZAGMRF00
52015012810093969ERCE                       261632932M      M02PQAAAGMRB00
52015012810093969ERCE                       261092761M      D01PR56AGMQ200
52015012810093969ERCE                       261632359M      M02PSPPAGMQ400
52015012810093969ERCE                       260553562M      M01PMJKAHWGY00
52015012810093969ERCE                       260553562M      M04PMJKAHWGY00
52015012810093969ERCE                       260553562M      M07PMJKAHWGY00
52015012810093969ERCE                       260553562M      M10PMJKAHWGY00
52015012810093969ERCE                       263327030M      D01PSYZAGMS300
52015012810093969ERCE                       263327131D000003D02PWYZAGMSM00
52015012810093969ERCE                       263327131D000003D05PWYZAGMSM00
52015012810093969ERCE                       262075907M      M02P1TVAGMJC00
52015012810093969ERCE                       263121954D000003M01PATVAHT4200
52015012810093969ERCE                       260702500M      M01PC34AHTW300
52015012810093969ERCE                       261192910M      M01PHYZAHTV900
52015012810093969ERCE                       260574809M      M01PJFFAHV5R00
52015012810093969ERCE                       263120660M      M01PK34AHV5R00
52015012810093969ERCE                       263212638M      M03PMAAAHV5W00
52015012810093969ERCE                       263212638M      M06PMAAAHV5W00
52015012810093969ERCE                       263212638M      M09PMAAAHV5W00
52015012810093969ERCE                       263212638M      M12PMAAAHV5W00
52015012810093969ERCE                       263212638M      M15PMAAAHV5W00
52015012810093969ERCE                       263212638M      M18PMAAAHV5W00
52015012810093969ERCE                       263121956H000002M01PNPPAGMCT00
52015012810093969ERCE                       263218762M      M01PQAAAGLBK00
52015012810093969ERCE                       261828898M      M01PQTVAGMH300
52015012810093969ERCE                       263192108M      M02PV34AGLGG00
52015012810093969ERCE                       263121956M      M01PXAAAGLGL00
52015012810093969ERCE                       263121954D000004M01PXTVAGLGB00
52015012810093969ERCE                       263121957M      M01PZAAAGL1200
52015012810093969ERCE                       261190706M      M02PDPPAHWBH00
52015012810093969ERCE                       181250731H000002D01PHPPAHWBD00
52015012810093969ERCE                       262260703M      M02PJAAAHWBP00
52015012810093969ERCE                       261190706M      M01PKJKAHWBG00
52015012810093969ERCE                       260471784M      M02PK34AHWBQ00
52015012810093969ERCE                       262531444M      M01PLYZAHWBD00
52015012810093969ERCE                       263332437M      M02PLYZAHWBR00
52015012810093969ERCE                       263332437M      M05PLYZAHWBR00
52015012810093969ERCE                       263332437M      M08PLYZAHWBR00
52015012810093969ERCE                       181250739W000003D02PYPPAGMHX00
52015012810093969ERCE                       263192088M      M01PQ34AGMJV00
52015012810093969ERCE                       261138630M      M01ECJKAGQHF01
52015012810093969ERCE                       261138630M      M01EFPPAGQHA01
52015012810093969ERCE                       261138630M      M04EFPPAGQHA01
52015012810093969ERCE                       261138630M      M02EYFFAFM7X01
52015012810093969ERCE                       261830745M      M01E9AAAFLX300
52015012810093969ERCE                       261830745M      M04E9AAAFLX300
52015012810093969ERCE                       261830745M      M01E9AAAFLX301
52015012810093969ERCE                       260200137W000005M03PXTVAGMM400
52015012810093969ERCE                       260200137W000005M06PXTVAGMM400
52015012810093969ERCE                       260200137W000005M01PYYZAGMM300
52015012810093969ERCE                       260200137W000005M01P0FFAGMC700
52015012810093969ERCE                       260200137W000005M04P0FFAGMC700
52015012810093969ERCE                       260200137W000005M02P1TVAGMC200
52015012810093969ERCE                       261191652M      M01P134AGMC800
52015012810093969ERCE                       260471784M      M01P2YZAGMC800
52015012810093969ERCE                       261960879M      M01P4FFAGMCX00
52015012810093969ERCE                       260471778M      M01P4PPAGMCY00
52015012810093969ERCE                       261190702M      M02P5JKAGMCT00
52015012810093969ERCE                       260702511M      M03EG34AGQSM00
52015012810093969ERCE                       260702511M      M06EG34AGQSM00
52015012810093969ERCE                       263199075M      D03EG34AGQSN00
52015012810093969ERCE                       263199075M      D06EG34AGQSN00
52015012810093969ERCE                       260925477D000002D02EHYZAGQSR00
52015012810093969ERCE                       261302137M      M01EXJKAFNFM00
52015012810093969ERCE                       262976887M      M01PGTVAHWFC00
52015012810093969ERCE                       263328757M      D01PMJKAHWFP00
52015012810093969ERCE                       262976887M      M02PT34AGMRB00
52015012810093969ERCE                       262976887M      M02PVTVAGMQ500
52015012810093969ERCE                       262976887M      M03PWFFAGMQ400
52015012810093969ERCE                       263184188M      M01PYFFAGMQZ00
52015012810093969ERCE                       262976887M      M03PZTVAGMQ500
52015012810093969ERCE                       263212071M      M03PJAAAHWG500
52015012810093969ERCE                       263212071M      M06PJAAAHWG500
52015012810093969ERCE                       181347439M      M02PNFFAGMS900
52015012810093969ERCE                       261652766M      M01PXJKAGMS500
52015012810093969ERCE                       261652766M      M01PYYZAGMS100
52015012810093969ERCE                       260702488M      M01EGAAAGQYS00
52015012810093969ERCE                       260702488M      M04EGAAAGQYS00
52015012810093969ERCE                       263327031M      D01EGTVAGQ0F00
52015012810093969ERCE                       260992396M      M01EKAAAGQ0H00
52015012810093969ERCE                       260992396M      M04EKAAAGQ0H00
52015012810093969ERCE                       261830745M      M04E9AAAFLX301
52015012810093969ERCE                       261632313M      M01PCJKAHV8Z00
52015012810093969ERCE                       260553556M      M01PHPPAHV8T00
52015012810093969ERCE                       261830748M      M01PHYZAHV6Q01
52015012810093969ERCE                       181250742W000002D01PJPPAHV8L00
52015012810093969ERCE                       261830745M      M01PJYZAHV6Z00
52015012810093969ERCE                       261632312M      M01PNYZAGMJ900
52015012810093969ERCE                       263330466M      M01PPPPAGMLV00
52015012810093969ERCE                       261632313M      M01PPYZAGMLW00
52015012810093969ERCE                       261138630M      M03PTJKAGMKM01
